author,comment
@irfangullbhat,"My opinion is in these times we (muslims as well) should cherish, celebrate and take maximum benefit from DR JORDAN B PETERSON...the man is crammed with wisdom..not confined to pleasure taking effect only but the wisdom that actually works &amp; can with enough impact help to navigate with the ever stressful, unfamiliar, rapidly changing modern world and it&#39;s twisted and perverted ultra-modern dwellers that have the ability to bring even the best of liberals into astonishment with their sick stances. These WOKE people are in fashion and it&#39;s unfortunately a fashion to have an opinion on every social, political and whatever issue and try and get as sicker as possible with their stances  &amp; agendas. <br>Me starting from a traditional, fundamentalist islamic sort of, maududi cheerer, a die hard Dr israr fan saw my journey from one extreme of calling everything sin to the other of modern, agnostic, hedonistic, atheistic, a fastly growing WOKE &amp; finally a suffering nihilistic where I called everything pointless. I was into people like sam harris (still like him though on other issues), dillahunty, Richard Dawkins, Hitchens and betrand Russel.  When I say pointless, I went for almost half a decade without bothering to brush my teeth, just to name one. So I have had a first hand experience living with both extremes.<br><br>Long story short, with time  I could experience Allah teaching me how important it is to be spiritual, praying regularly, work being worship,  being tolerant, loving people of all religions, somewhat sufism,  helping poor, not being haughty &amp; self-centred, avoiding womanizing, not being overtly paternalistic, but also not going out of the way in support of women &amp; keeping it fair,  staying away from stimulants, nicotine &amp; substances, meditating, remembering Allah, not running after money, taking wisdom from all good people from whichever backgrounds. <br><br>When I decided to follow these principles, i revisited Jordan B peterson, oh boy, he was telling this all along, only difference is earlier I would listen to him more for leisure and viewed him more as a psychologist but   I can tell you this guy is so so right. Over the years some of his gems I can recall are:<br><br>Start by correcting what&#39;s next to you<br><br>The simple things that you do daily make 50  percent of your day so they are the most important things in life<br><br> It won&#39;t hurt to brush your teeth<br><br> when belief system collapsed in the modern world not only did the belief system collapsed but the belief in belief systems collapsed as well (so true)<br><br>The above void in spirituality was filled by and gave rise to ultra nationalism that followed in Europe (now in our part as well). Scintillating observation. Tells us how important religion is, especially spiritually &amp; ritually as well to keep you in satisfying action.<br><br>Pick your sacrifice. You don&#39;t get to choose it as it&#39;s going to occur to you anyway so pick one before it gets to you<br><br>Peterpan stuff was 🤣 &amp; embarassing at the same time<br><br>His views on how non- religiousity can lead to nihilism. Being nihilist can feel worse than depression and anxiety. Once you see everything as pointless, it&#39;s hell. <br>West is getting filled with it pretty rapidly especially new generation. This again signified how important religiousity and spirituality is. Unfortunately it will eventually affect us as well like everything comes from West and settles in east. Nietzsche was so right.<br><br>I really like how he sticks and tries his best to take beneficial and meaningful takeaways from the Bible. Authenticity doesn&#39;t matter to him, if the thing is good and helping him accept it. This is a monumental effort, sitting in west, being famous, and doing all this in the face of tornado of criticism and denunciation of biblical literature &amp; mockery modern Christians make of biblical stories <br><br>His condemnation for wokism is really attractive for we muslims.<br><br>I loved him when he famously said I act as if God exists. I could understand this statement. He was catering to the mindset of atheistic / agnostic, anti religion and liberal forces, and at the same time articulately teaching them how arrogant &amp; silly they  sound when they  explicitly keep stating &quot;God doesn&#39;t exist&quot; without much clue to back it up and here is a man who knows how his belief in God has helped him all his journey yet he stays away from saying explicitly &quot; God exists&quot; or not even says &quot; i believe in God&quot; so as to not sound arrogant and distinguishing between people. <br><br>WHY I AM POSTING THIS<br><br>It&#39;s about a lot of Muslim brothers and sisters who have to their peril and unfortunately turned away from him after him showing his right-wing tendencies in his political views, particularly on Israel, &amp; sometimes on Islam. I personally overlook his recent views, particularly at the age he is now, and am ready to forgive him for these utterances. These come &amp; are mostly attributed to his commitments with DW and alliance with people like Ben Shapiro, which could have been helped &amp; developed from sharing traditional values. Anyways at this age one can be more vulnerable to get swayed by agenda driven people who want to use him for their benefit. <br><br>We can and should continue to benefit from his wisdom as a clinical psychologist, traditionalist, socialist, spritual, philosopher, anti-left and anti woke and a person who actually cares for a lot of evil that prevails in this world right now. As a package he is wonderful and awesome with some opinions that we won&#39;t like of course. But we can&#39;t afford to discard him altogether and play in the hands of those people who couldnt stand his huge muslim following and want him completely in their camp."
@NJTremblay-dp4gr,"am i in this point.. i am real to myself.. but my life is going as much as i make it forward.. but how is it that alot of us use God or Jesus to make a certain decisions.. which i have fallacy with as have lived a solid life, good to ppl and have no regrets.. so how has religion, god and jesus has blinded us to being a human being not a fateful human..  i have no delusion that most of the world has a God.. but do we see the happy world.. but i understand turmoil, bereavement and needing a light at the end of the tunnel.. but how is that some humans can be real... but fake God.."
@ryanfisher5376,"&quot;The heaviest things in life aren&#39;t iron and gold, but bad decisions. The reason you are stressed is because you have decisions to make and aren&#39;t making them&quot; ... I&#39;m an engineer who gets very attached to the projects I take up. My boss gave me the best bit of advice and that was to look at the Serenity Prayer. We need the wisdom to realise what is in our control and what is out of our control. There&#39;s no point in stressing about things that are out of your control. A decision to do rework on a part in order to make deadlines when you&#39;re up against the wall is needed but is also out of my control. The part was always going to come in late and wrong. I therefore disagree with that statement; stress is self administered when we try to take control of things we have no control over."
@gallevran,"The is literally the single most amazing and insightful podcast I&#39;ve ever heard. Such depth, so many truths, such wisdom, insights...you name it. Absolutely wonderful. Thank you Dr. Peterson 🙏🏼"
@MaryTorres-px3gv,Wow! You never failed to amaze me!! Thank you so much Dr Peterson 🙏🙏🙏🙏
@gailhill8391,"God just told the truth. Job&#39;s fear put the crack in the hedge that God had around Job (Job 3:25). Job didn&#39;t have fear for his own life (as in dying) as much as he had it for or about his kids and the other things in his life. Job 1:5 &quot;And it was so, when the days of [their] feasting were gone about, that Job sent and sanctified them, and rose up early in the morning, and offered burnt offerings [according] to the number of them all: for Job said, It may be that my sons have sinned, and cursed God in their hearts. Thus did Job CONTINUALLY.&quot; This hints at Job&#39;s fear. God ALWAYS tells us to &quot;fear NOT.&quot; Perhaps Job should have done something with his sons such that Job wouldn&#39;t have CONTINUALLY had this fear. Or maybe this is actually the story of legalism, and how SELF righteousness because of sin consciousness, just can never give abundant life the way Jesus Christ brought it to us by grace. The devil is just a creep and likes to torment ESPECIALLY people who are trying to do their best."
@sandercohen5543,"I think young adults today are going through something similar to the classic mid-life crisis: Aimlessness, lack of purpose, a sense of dread over time passing by, and an unfufilled desire to project yourself onto the canvas of society."
@shawnadabomb,"Love the conversation, questions and thought provoking wisdom. Thanks for both of your efforts and hard work👏🏻❤️"
@PhilLeith,"So Jordan&#39;s writing the adult version of the book I&#39;m trying to write for teens and early 20&#39;s.  Probably put mine to shame, if, in fact, I ever get it done.  Guess it&#39;s not surprising.  I&#39;ve been listening to a lot of Jonathan Pageau, watched the fantastic Genesis series ... I want to distill and present it in a way that ... ok, a 9th grader can understand it, and not bore them to death with it but to lay out a roadmap for them to even have a rooted moral compass and not chuck it overboard in the face of the peer pressure of the storm that&#39;s coming.  Storm&#39;s already here, really, but it&#39;s going to get worse before it gets better.  And when it gets better, people with a moral compass will be the ones leading the way."
@roblion2257,Someone would agree that not everyone is fit to have children? I am one of those.
@jaybee9366,"Feel like I&#39;m being subliminally programmed by the two cans that have the &#39;Eye&#39; on them! Putting me right off! Having said that, this is my first experience of hearing Jordan, and I love his knowledge, attitude. Will put it on audio only and stick with the rest of the interview!"
